Player,Player,Nation,Age,Minutes,ShotsOnTargetAgainst,GoalsAgainst,Saves,Save%,HomeTeam,Away_Team,Date,PlayerTeam
Lawrence Thomas,Lawrence Thomas,AUS,31-340,90,9,2,7,77.8,Sydney FC,Western Sydney Wanderers,13/04/2024,Western Sydney Wanderers
Andrew Redmayne,Andrew Redmayne,AUS,35-091,90,3,1,2,66.7,Sydney FC,Western Sydney Wanderers,13/04/2024,Sydney FC
Danny Vukovic,Danny Vukovic,AUS,39-017,90,0,0,0,,Western United,Central Coast Mariners,13/04/2024,Central Coast Mariners
Tom Heward-Belle,Tom Heward-Belle,AUS,27-033,90,6,2,4,66.7,Western United,Central Coast Mariners,13/04/2024,Western United
Oliver Sail,Oliver Sail,NZL,28-092,90,11,8,3,27.3,Melbourne City,Perth Glory,14/04/2024,Perth Glory
Jamie Young,Jamie Young,ENG,38-233,90,4,0,4,100,Melbourne City,Perth Glory,14/04/2024,Melbourne City
James Delianov,James Delianov,AUS,24-179,90,8,3,5,62.5,Western United,Adelaide United,16/04/2024,Adelaide United
Tom Heward-Belle,Tom Heward-Belle,AUS,27-036,90,7,3,5,71.4,Western United,Adelaide United,16/04/2024,Western United
Alex Paulsen,Alex Paulsen,NZL,21-290,90,2,1,1,50,Newcastle Jets,Wellington Phoenix,19/04/2024,Wellington Phoenix
Ryan Scott,Ryan Scott,AUS,28-123,90,6,1,5,83.3,Newcastle Jets,Wellington Phoenix,19/04/2024,Newcastle Jets
Andrew Redmayne,Andrew Redmayne,AUS,35-098,90,6,1,5,83.3,Macarthur FC,Sydney FC,20/04/2024,Sydney FC
Filip Kurto,Filip Kurto,POL,32-311,90,4,0,4,100,Macarthur FC,Sydney FC,20/04/2024,Macarthur FC
Macklin Freke,Macklin Freke,AUS,25-105,90,2,0,2,100,Melbourne Victory,Brisbane Roar,20/04/2024,Brisbane Roar
Paul Izzo,Paul Izzo,AUS,29-105,90,3,0,3,100,Melbourne Victory,Brisbane Roar,20/04/2024,Melbourne Victory
Jamie Young,Jamie Young,ENG,38-239,90,8,1,7,87.5,Western Sydney Wanderers,Melbourne City,20/04/2024,Melbourne City
Lawrence Thomas,Lawrence Thomas,AUS,31-347,90,2,2,0,0,Western Sydney Wanderers,Melbourne City,20/04/2024,Western Sydney Wanderers
Tom Heward-Belle,Tom Heward-Belle,AUS,27-041,90,9,3,6,66.7,Perth Glory,Western United,21/04/2024,Western United
Oliver Sail,Oliver Sail,NZL,28-099,90,5,4,1,20,Perth Glory,Western United,21/04/2024,Perth Glory
James Delianov,James Delianov,AUS,24-189,90,5,3,2,40,Brisbane Roar,Adelaide United,26/04/2024,Adelaide United
Macklin Freke,Macklin Freke,AUS,25-111,90,7,4,3,42.9,Brisbane Roar,Adelaide United,26/04/2024,Brisbane Roar
Lawrence Thomas,Lawrence Thomas,AUS,31-354,90,9,3,6,66.7,Melbourne Victory,Western Sydney Wanderers,27/04/2024,Western Sydney Wanderers
Paul Izzo,Paul Izzo,AUS,29-112,90,11,4,7,63.6,Melbourne Victory,Western Sydney Wanderers,27/04/2024,Melbourne Victory
Danny Vukovic,Danny Vukovic,AUS,39-031,90,4,1,3,75,Newcastle Jets,Central Coast Mariners,27/04/2024,Central Coast Mariners
Ryan Scott,Ryan Scott,AUS,28-131,90,7,3,4,57.1,Newcastle Jets,Central Coast Mariners,27/04/2024,Newcastle Jets
Filip Kurto,Filip Kurto,POL,32-318,90,6,3,4,66.7,Wellington Phoenix,Macarthur FC,27/04/2024,Macarthur FC
Alex Paulsen,Alex Paulsen,NZL,21-298,90,2,0,2,100,Wellington Phoenix,Macarthur FC,27/04/2024,Wellington Phoenix
Tom Heward-Belle,Tom Heward-Belle,AUS,27-048,90,5,1,4,80,Melbourne City,Western United,28/04/2024,Western United
Jamie Young,Jamie Young,ENG,38-247,90,5,0,5,100,Melbourne City,Western United,28/04/2024,Melbourne City
Oliver Sail,Oliver Sail,NZL,28-106,90,21,7,15,71.4,Sydney FC,Perth Glory,28/04/2024,Perth Glory
Andrew Redmayne,Andrew Redmayne,AUS,35-106,90,5,1,4,80,Sydney FC,Perth Glory,28/04/2024,Sydney FC
Ethan Cox,Ethan Cox,AUS,20-115,90,7,2,5,71.4,Central Coast Mariners,Adelaide United,1/05/2024,Adelaide United
Danny Vukovic,Danny Vukovic,AUS,39-035,90,4,0,4,100,Central Coast Mariners,Adelaide United,1/05/2024,Central Coast Mariners
Filip Kurto,Filip Kurto,POL,32-325,90,13,4,9,69.2,Sydney FC,Macarthur FC,4/05/2024,Macarthur FC
Andrew Redmayne,Andrew Redmayne,AUS,35-112,90,1,0,1,100,Sydney FC,Macarthur FC,4/05/2024,Sydney FC
Jamie Young,Jamie Young,ENG,38-254,120,5,1,4,80,Melbourne Victory,Melbourne City,5/05/2024,Melbourne City
Paul Izzo,Paul Izzo,AUS,29-120,120,8,1,8,87.5,Melbourne Victory,Melbourne City,5/05/2024,Melbourne Victory
Danny Vukovic,Danny Vukovic,AUS,39-044,90,1,1,0,0,Sydney FC,Central Coast Mariners,10/05/2024,Central Coast Mariners
Andrew Redmayne,Andrew Redmayne,AUS,35-118,90,5,2,4,80,Sydney FC,Central Coast Mariners,10/05/2024,Sydney FC
Alex Paulsen,Alex Paulsen,NZL,21-313,90,5,0,5,100,Melbourne Victory,Wellington Phoenix,12/05/2024,Wellington Phoenix
Paul Izzo,Paul Izzo,AUS,29-127,90,0,0,0,,Melbourne Victory,Wellington Phoenix,12/05/2024,Melbourne Victory
Andrew Redmayne,Andrew Redmayne,AUS,35-126,90,0,0,0,,Central Coast Mariners,Sydney FC,18/05/2024,Sydney FC
Danny Vukovic,Danny Vukovic,AUS,39-052,90,4,0,4,100,Central Coast Mariners,Sydney FC,18/05/2024,Central Coast Mariners
Paul Izzo,Paul Izzo,AUS,29-133,120,5,1,5,80,Wellington Phoenix,Melbourne Victory,18/05/2024,Melbourne Victory
Alex Paulsen,Alex Paulsen,NZL,21-319,120,5,2,3,60,Wellington Phoenix,Melbourne Victory,18/05/2024,Wellington Phoenix
Paul Izzo,Paul Izzo,AUS,29-140,120,3,3,0,0,Central Coast Mariners,Melbourne Victory,25/05/2024,Melbourne Victory
Danny Vukovic,Danny Vukovic,AUS,39-059,120,4,1,3,75,Central Coast Mariners,Melbourne Victory,25/05/2024,Central Coast Mariners
Jack Duncan,Jack Duncan,AUS,31-182,90,1,0,1,100,Central Coast Mariners,Melbourne Victory,18/10/2024,Melbourne Victory
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-085,90,1,0,1,100,Central Coast Mariners,Melbourne Victory,18/10/2024,Central Coast Mariners
Macklin Freke,Macklin Freke,AUS,25-287,90,4,2,2,50,Auckland FC,Brisbane Roar,19/10/2024,Brisbane Roar
Alex Paulsen,Alex Paulsen,NZL,22-107,90,5,0,5,100,Auckland FC,Brisbane Roar,19/10/2024,Auckland FC
Patrick Beach,Patrick Beach,AUS,21-074,90,4,0,4,100,Newcastle Jets,Melbourne City,19/10/2024,Melbourne City
Ryan Scott,Ryan Scott,AUS,28-306,90,4,1,3,75,Newcastle Jets,Melbourne City,19/10/2024,Newcastle Jets
Andrew Redmayne,Andrew Redmayne,AUS,35-280,90,2,1,1,50,Western Sydney Wanderers,Sydney FC,19/10/2024,Sydney FC
Tristan Vidackovic,Tristan Vidackovic,CRO,21-202,90,7,2,5,71.4,Western Sydney Wanderers,Sydney FC,19/10/2024,Western Sydney Wanderers
Oliver Sail,Oliver Sail,NZL,28-281,90,13,6,7,53.8,Macarthur FC,Perth Glory,20/10/2024,Perth Glory
Filip Kurto,Filip Kurto,POL,33-128,90,3,1,2,66.7,Macarthur FC,Perth Glory,20/10/2024,Macarthur FC
Matthew Sutton,Matthew Sutton,AUS,24-227,90,2,1,1,50,Wellington Phoenix,Western United,20/10/2024,Western United
Josh Oluwayemi,Josh Oluwayemi,NGA,23-221,90,1,1,0,0,Wellington Phoenix,Western United,20/10/2024,Wellington Phoenix
Ryan Scott,Ryan Scott,AUS,28-312,90,4,1,4,75,Macarthur FC,Newcastle Jets,25/10/2024,Newcastle Jets
Filip Kurto,Filip Kurto,POL,33-133,90,2,2,0,0,Macarthur FC,Newcastle Jets,25/10/2024,Macarthur FC
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-093,90,3,1,2,66.7,Adelaide United,Central Coast Mariners,26/10/2024,Central Coast Mariners
James Delianov,James Delianov,AUS,25-006,90,5,1,4,80,Adelaide United,Central Coast Mariners,26/10/2024,Adelaide United
Jack Duncan,Jack Duncan,AUS,31-190,90,5,1,4,80,Melbourne City,Melbourne Victory,26/10/2024,Melbourne Victory
Patrick Beach,Patrick Beach,AUS,21-081,90,6,3,3,50,Melbourne City,Melbourne Victory,26/10/2024,Melbourne City
Josh Oluwayemi,Josh Oluwayemi,NGA,23-227,90,1,0,1,100,Perth Glory,Wellington Phoenix,26/10/2024,Wellington Phoenix
Oliver Sail,Oliver Sail,NZL,28-287,90,2,2,0,0,Perth Glory,Wellington Phoenix,26/10/2024,Perth Glory
Andrew Redmayne,Andrew Redmayne,AUS,35-288,90,3,1,2,66.7,Auckland FC,Sydney FC,27/10/2024,Sydney FC
Alex Paulsen,Alex Paulsen,NZL,22-115,90,3,0,3,100,Auckland FC,Sydney FC,27/10/2024,Auckland FC
Tristan Vidackovic,Tristan Vidackovic,CRO,21-210,90,4,1,3,75,Western United,Western Sydney Wanderers,27/10/2024,Western Sydney Wanderers
Matthew Sutton,Matthew Sutton,AUS,24-234,90,3,1,2,66.7,Western United,Western Sydney Wanderers,27/10/2024,Western United
Andrew Redmayne,Andrew Redmayne,AUS,35-293,90,3,2,1,33.3,Brisbane Roar,Sydney FC,1/11/2024,Sydney FC
Macklin Freke,Macklin Freke,AUS,25-300,90,6,3,3,50,Brisbane Roar,Sydney FC,1/11/2024,Brisbane Roar
Oliver Sail,Oliver Sail,NZL,28-294,90,2,0,2,100,Central Coast Mariners,Perth Glory,2/11/2024,Perth Glory
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-100,90,1,0,1,100,Central Coast Mariners,Perth Glory,2/11/2024,Central Coast Mariners
Alex Paulsen,Alex Paulsen,NZL,22-121,90,1,0,1,100,Wellington Phoenix,Auckland FC,2/11/2024,Auckland FC
Josh Oluwayemi,Josh Oluwayemi,NGA,23-234,90,6,2,4,66.7,Wellington Phoenix,Auckland FC,2/11/2024,Wellington Phoenix
James Delianov,James Delianov,AUS,25-013,90,7,3,4,57.1,Western Sydney Wanderers,Adelaide United,2/11/2024,Adelaide United
Tristan Vidackovic,Tristan Vidackovic,CRO,21-216,90,8,4,4,50,Western Sydney Wanderers,Adelaide United,2/11/2024,Western Sydney Wanderers
Filip Kurto,Filip Kurto,POL,33-142,90,6,2,5,83.3,Melbourne Victory,Macarthur FC,3/11/2024,Macarthur FC
Jack Duncan,Jack Duncan,AUS,31-198,90,2,1,1,50,Melbourne Victory,Macarthur FC,3/11/2024,Melbourne Victory
Patrick Beach,Patrick Beach,AUS,21-090,90,1,0,1,100,Western United,Melbourne City,4/11/2024,Melbourne City
Matthew Sutton,Matthew Sutton,AUS,24-242,90,4,1,3,75,Western United,Melbourne City,4/11/2024,Western United
Ryan Scott,Ryan Scott,AUS,28-326,90,5,4,2,40,Western Sydney Wanderers,Newcastle Jets,8/11/2024,Newcastle Jets
Jordan Holmes,Jordan Holmes,AUS,27-184,90,1,1,1,100,Western Sydney Wanderers,Newcastle Jets,8/11/2024,Western Sydney Wanderers
Matthew Sutton,Matthew Sutton,AUS,24-247,90,6,2,4,66.7,Adelaide United,Western United,9/11/2024,Western United
James Delianov,James Delianov,AUS,25-020,90,3,1,2,66.7,Adelaide United,Western United,9/11/2024,Adelaide United
Macklin Freke,Macklin Freke,AUS,25-308,90,3,2,1,33.3,Melbourne Victory,Brisbane Roar,9/11/2024,Brisbane Roar
Jack Duncan,Jack Duncan,AUS,31-204,90,4,0,4,100,Melbourne Victory,Brisbane Roar,9/11/2024,Melbourne Victory
Josh Oluwayemi,Josh Oluwayemi,NGA,23-242,90,10,0,10,100,Central Coast Mariners,Wellington Phoenix,10/11/2024,Wellington Phoenix
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-108,90,5,3,2,40,Central Coast Mariners,Wellington Phoenix,10/11/2024,Central Coast Mariners
Patrick Beach,Patrick Beach,AUS,21-096,90,1,0,1,100,Perth Glory,Melbourne City,10/11/2024,Melbourne City
Oliver Sail,Oliver Sail,NZL,28-302,90,9,5,4,44.4,Perth Glory,Melbourne City,10/11/2024,Perth Glory
Filip Kurto,Filip Kurto,POL,33-149,90,4,1,3,75,Sydney FC,Macarthur FC,10/11/2024,Macarthur FC
Andrew Redmayne,Andrew Redmayne,AUS,35-302,90,6,2,4,66.7,Sydney FC,Macarthur FC,10/11/2024,Sydney FC
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-120,90,2,1,1,50,Newcastle Jets,Central Coast Mariners,22/11/2024,Central Coast Mariners
Ryan Scott,Ryan Scott,AUS,28-340,90,3,2,1,33.3,Newcastle Jets,Central Coast Mariners,22/11/2024,Newcastle Jets
Matthew Sutton,Matthew Sutton,AUS,24-260,90,3,1,2,66.7,Perth Glory,Western United,22/11/2024,Western United
Cameron Cook,Cameron Cook,AUS,23-098,90,6,3,3,50,Perth Glory,Western United,22/11/2024,Perth Glory
James Delianov,James Delianov,AUS,25-034,90,1,2,0,0,Brisbane Roar,Adelaide United,23/11/2024,Adelaide United
Macklin Freke,Macklin Freke,AUS,25-322,90,6,3,3,50,Brisbane Roar,Adelaide United,23/11/2024,Brisbane Roar
Lawrence Thomas,Lawrence Thomas,AUS,32-198,90,3,4,0,0,Sydney FC,Western Sydney Wanderers,23/11/2024,Western Sydney Wanderers
Andrew Redmayne,Andrew Redmayne,AUS,35-315,90,3,2,1,33.3,Sydney FC,Western Sydney Wanderers,23/11/2024,Sydney FC
Alex Paulsen,Alex Paulsen,NZL,22-143,90,5,0,5,100,Macarthur FC,Auckland FC,24/11/2024,Auckland FC
Filip Kurto,Filip Kurto,POL,33-163,90,2,1,1,50,Macarthur FC,Auckland FC,24/11/2024,Macarthur FC
Jack Duncan,Jack Duncan,AUS,31-219,90,1,1,0,0,Wellington Phoenix,Melbourne Victory,24/11/2024,Melbourne Victory
Josh Oluwayemi,Josh Oluwayemi,NGA,23-256,90,2,0,2,100,Wellington Phoenix,Melbourne Victory,24/11/2024,Wellington Phoenix
Cameron Cook,Cameron Cook,AUS,23-105,90,4,2,2,50,Adelaide United,Perth Glory,29/11/2024,Perth Glory
James Delianov,James Delianov,AUS,25-040,90,6,2,4,66.7,Adelaide United,Perth Glory,29/11/2024,Adelaide United
Ryan Scott,Ryan Scott,AUS,28-348,90,6,2,4,66.7,Auckland FC,Newcastle Jets,30/11/2024,Newcastle Jets
Alex Paulsen,Alex Paulsen,NZL,22-149,90,3,0,3,100,Auckland FC,Newcastle Jets,30/11/2024,Auckland FC
Macklin Freke,Macklin Freke,AUS,25-329,90,6,4,2,33.3,Macarthur FC,Brisbane Roar,30/11/2024,Brisbane Roar
Filip Kurto,Filip Kurto,POL,33-169,90,6,4,2,33.3,Macarthur FC,Brisbane Roar,30/11/2024,Macarthur FC
Lawrence Thomas,Lawrence Thomas,AUS,32-205,90,4,0,4,100,Melbourne City,Western Sydney Wanderers,30/11/2024,Western Sydney Wanderers
Patrick Beach,Patrick Beach,AUS,21-116,90,4,2,3,75,Melbourne City,Western Sydney Wanderers,30/11/2024,Melbourne City
Jack Duncan,Jack Duncan,AUS,31-226,90,3,1,2,66.7,Western United,Melbourne Victory,1/12/2024,Melbourne Victory
Matthew Sutton,Matthew Sutton,AUS,24-269,90,9,3,6,66.7,Western United,Melbourne Victory,1/12/2024,Western United
Patrick Beach,Patrick Beach,AUS,21-122,90,3,1,3,100,Brisbane Roar,Melbourne City,6/12/2024,Melbourne City
Macklin Freke,Macklin Freke,AUS,25-335,90,5,4,1,20,Brisbane Roar,Melbourne City,6/12/2024,Brisbane Roar
Josh Oluwayemi,Josh Oluwayemi,NGA,23-269,90,5,2,3,60,Auckland FC,Wellington Phoenix,7/12/2024,Wellington Phoenix
Alex Paulsen,Alex Paulsen,NZL,22-156,90,3,1,2,66.7,Auckland FC,Wellington Phoenix,7/12/2024,Auckland FC
James Delianov,James Delianov,AUS,25-048,90,4,0,4,100,Newcastle Jets,Adelaide United,7/12/2024,Adelaide United
Ryan Scott,Ryan Scott,AUS,28-355,90,7,1,6,85.7,Newcastle Jets,Adelaide United,7/12/2024,Newcastle Jets
Filip Kurto,Filip Kurto,POL,33-176,90,5,0,5,100,Western United,Macarthur FC,7/12/2024,Macarthur FC
Matthew Sutton,Matthew Sutton,AUS,24-275,90,1,0,1,100,Western United,Macarthur FC,7/12/2024,Western United
Harrison Devenish-Meares,Harrison Devenish-Meares,AUS,28-042,41,2,2,0,0,Central Coast Mariners,Sydney FC,8/12/2024,Sydney FC
Andrew Redmayne,Andrew Redmayne,AUS,35-330,46,4,2,2,50,Central Coast Mariners,Sydney FC,8/12/2024,Sydney FC
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-136,90,5,1,4,80,Central Coast Mariners,Sydney FC,8/12/2024,Central Coast Mariners
Cameron Cook,Cameron Cook,AUS,23-114,90,7,2,5,71.4,Melbourne Victory,Perth Glory,8/12/2024,Perth Glory
Jack Duncan,Jack Duncan,AUS,31-233,90,2,0,2,100,Melbourne Victory,Perth Glory,8/12/2024,Melbourne Victory
James Delianov,James Delianov,AUS,25-054,90,2,0,2,100,Central Coast Mariners,Adelaide United,13/12/2024,Adelaide United
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-141,90,6,4,2,33.3,Central Coast Mariners,Adelaide United,13/12/2024,Central Coast Mariners
Ryan Scott,Ryan Scott,AUS,28-362,90,2,0,2,100,Perth Glory,Newcastle Jets,14/12/2024,Newcastle Jets
Cameron Cook,Cameron Cook,AUS,23-120,90,5,4,1,20,Perth Glory,Newcastle Jets,14/12/2024,Perth Glory
Matthew Sutton,Matthew Sutton,AUS,24-282,90,12,3,9,75,Sydney FC,Western United,14/12/2024,Western United
Andrew Redmayne,Andrew Redmayne,AUS,35-336,90,8,4,4,50,Sydney FC,Western United,14/12/2024,Sydney FC
Filip Kurto,Filip Kurto,POL,33-183,90,4,1,3,75,Wellington Phoenix,Macarthur FC,14/12/2024,Macarthur FC
Josh Oluwayemi,Josh Oluwayemi,NGA,23-276,90,2,2,1,0,Wellington Phoenix,Macarthur FC,14/12/2024,Wellington Phoenix
Macklin Freke,Macklin Freke,AUS,25-343,90,6,2,4,66.7,Western Sydney Wanderers,Brisbane Roar,14/12/2024,Brisbane Roar
Lawrence Thomas,Lawrence Thomas,AUS,32-219,90,6,2,4,66.7,Western Sydney Wanderers,Brisbane Roar,14/12/2024,Western Sydney Wanderers
Alex Paulsen,Alex Paulsen,NZL,22-164,90,5,2,3,60,Melbourne City,Auckland FC,15/12/2024,Auckland FC
Patrick Beach,Patrick Beach,AUS,21-131,90,3,2,1,33.3,Melbourne City,Auckland FC,15/12/2024,Melbourne City
Harrison Devenish-Meares,Harrison Devenish-Meares,AUS,28-054,90,6,3,3,50,Adelaide United,Sydney FC,20/12/2024,Sydney FC
James Delianov,James Delianov,AUS,25-061,90,8,3,5,62.5,Adelaide United,Sydney FC,20/12/2024,Adelaide United
Matthew Sutton,Matthew Sutton,AUS,24-289,90,6,0,6,100,Auckland FC,Western United,21/12/2024,Western United
Alex Paulsen,Alex Paulsen,NZL,22-170,90,7,4,4,57.1,Auckland FC,Western United,21/12/2024,Auckland FC
Cameron Cook,Cameron Cook,AUS,23-127,90,4,0,4,100,Brisbane Roar,Perth Glory,21/12/2024,Perth Glory
Macklin Freke,Macklin Freke,AUS,25-350,90,6,1,5,83.3,Brisbane Roar,Perth Glory,21/12/2024,Brisbane Roar
Patrick Beach,Patrick Beach,AUS,21-137,90,8,1,7,87.5,Melbourne Victory,Melbourne City,21/12/2024,Melbourne City
Jack Duncan,Jack Duncan,AUS,31-246,90,5,1,4,80,Melbourne Victory,Melbourne City,21/12/2024,Melbourne Victory
Josh Oluwayemi,Josh Oluwayemi,NGA,23-284,90,8,4,4,50,Western Sydney Wanderers,Wellington Phoenix,22/12/2024,Wellington Phoenix
Lawrence Thomas,Lawrence Thomas,AUS,32-227,90,3,1,2,66.7,Western Sydney Wanderers,Wellington Phoenix,22/12/2024,Western Sydney Wanderers
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-151,90,4,1,3,75,Macarthur FC,Central Coast Mariners,23/12/2024,Central Coast Mariners
Filip Kurto,Filip Kurto,POL,33-192,90,2,1,1,50,Macarthur FC,Central Coast Mariners,23/12/2024,Macarthur FC
Lawrence Thomas,Lawrence Thomas,AUS,32-232,90,3,2,1,33.3,Adelaide United,Western Sydney Wanderers,27/12/2024,Western Sydney Wanderers
James Delianov,James Delianov,AUS,25-068,90,9,3,6,66.7,Adelaide United,Western Sydney Wanderers,27/12/2024,Adelaide United
Filip Kurto,Filip Kurto,POL,33-196,90,3,0,3,100,Perth Glory,Macarthur FC,27/12/2024,Macarthur FC
Cameron Cook,Cameron Cook,AUS,23-133,90,3,3,0,0,Perth Glory,Macarthur FC,27/12/2024,Perth Glory
Alex Paulsen,Alex Paulsen,NZL,22-177,90,2,1,1,50,Central Coast Mariners,Auckland FC,28/12/2024,Auckland FC
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-156,90,5,4,1,20,Central Coast Mariners,Auckland FC,28/12/2024,Central Coast Mariners
Jack Duncan,Jack Duncan,AUS,31-253,90,10,3,7,70,Sydney FC,Melbourne Victory,28/12/2024,Melbourne Victory
Harrison Devenish-Meares,Harrison Devenish-Meares,AUS,28-062,90,2,0,2,100,Sydney FC,Melbourne Victory,28/12/2024,Sydney FC
Ryan Scott,Ryan Scott,AUS,29-010,90,3,2,1,33.3,Wellington Phoenix,Newcastle Jets,28/12/2024,Newcastle Jets
Josh Oluwayemi,Josh Oluwayemi,NGA,23-290,90,6,1,5,83.3,Wellington Phoenix,Newcastle Jets,28/12/2024,Wellington Phoenix
Macklin Freke,Macklin Freke,AUS,25-358,90,3,1,3,100,Western United,Brisbane Roar,29/12/2024,Brisbane Roar
Matthew Sutton,Matthew Sutton,AUS,24-297,90,5,0,5,100,Western United,Brisbane Roar,29/12/2024,Western United
Patrick Beach,Patrick Beach,AUS,21-147,90,2,1,1,50,Central Coast Mariners,Melbourne City,31/12/2024,Melbourne City
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-159,90,2,1,1,50,Central Coast Mariners,Melbourne City,31/12/2024,Central Coast Mariners
Jack Duncan,Jack Duncan,AUS,31-257,90,3,0,3,100,Auckland FC,Melbourne Victory,1/01/2025,Melbourne Victory
Alex Paulsen,Alex Paulsen,NZL,22-181,90,1,0,1,100,Auckland FC,Melbourne Victory,1/01/2025,Auckland FC
Filip Kurto,Filip Kurto,POL,33-201,90,4,2,2,50,Western Sydney Wanderers,Macarthur FC,1/01/2025,Macarthur FC
Lawrence Thomas,Lawrence Thomas,AUS,32-237,90,5,3,2,40,Western Sydney Wanderers,Macarthur FC,1/01/2025,Western Sydney Wanderers
Dylan Peraic-Cullen,Dylan Peraic-Cullen,AUS,18-162,90,8,1,7,87.5,Brisbane Roar,Central Coast Mariners,3/01/2025,Central Coast Mariners
Macklin Freke,Macklin Freke,AUS,25-363,90,6,3,3,50,Brisbane Roar,Central Coast Mariners,3/01/2025,Brisbane Roar
Josh Oluwayemi,Josh Oluwayemi,NGA,23-296,90,9,2,7,77.8,Melbourne City,Wellington Phoenix,3/01/2025,Wellington Phoenix
Patrick Beach,Patrick Beach,AUS,21-150,90,0,0,0,,Melbourne City,Wellington Phoenix,3/01/2025,Melbourne City
Matthew Sutton,Matthew Sutton,AUS,24-302,90,4,2,2,50,Perth Glory,Western United,3/01/2025,Western United
Oliver Sail,Oliver Sail,NZL,28-356,90,7,3,4,57.1,Perth Glory,Western United,3/01/2025,Perth Glory
Lawrence Thomas,Lawrence Thomas,AUS,32-240,90,6,2,5,83.3,Melbourne Victory,Western Sydney Wanderers,4/01/2025,Western Sydney Wanderers
Jack Duncan,Jack Duncan,AUS,31-260,90,4,2,2,50,Melbourne Victory,Western Sydney Wanderers,4/01/2025,Melbourne Victory
Harrison Devenish-Meares,Harrison Devenish-Meares,AUS,28-069,90,3,2,1,33.3,Newcastle Jets,Sydney FC,4/01/2025,Sydney FC
Ryan Scott,Ryan Scott,AUS,29-017,90,4,2,2,50,Newcastle Jets,Sydney FC,4/01/2025,Newcastle Jets
James Delianov,James Delianov,AUS,25-078,90,2,1,1,50,Macarthur FC,Adelaide United,6/01/2025,Adelaide United
Filip Kurto,Filip Kurto,POL,33-206,90,5,2,4,80,Macarthur FC,Adelaide United,6/01/2025,Macarthur FC
Ryan Scott,Ryan Scott,AUS,29-020,90,4,0,4,100,Brisbane Roar,Newcastle Jets,7/01/2025,Newcastle Jets
Macklin Freke,Macklin Freke,AUS,26-001,90,2,1,1,50,Brisbane Roar,Newcastle Jets,7/01/2025,Brisbane Roar
Matthew Sutton,Matthew Sutton,AUS,24-306,90,6,2,4,66.7,Melbourne City,Western United,7/01/2025,Western United
Patrick Beach,Patrick Beach,AUS,21-154,90,2,0,2,100,Melbourne City,Western United,7/01/2025,Melbourne City
Alex Paulsen,Alex Paulsen,NZL,22-202,90,2,2,0,0,Adelaide United,Auckland FC,22/01/2025,Auckland FC
Ethan Cox,Ethan Cox,AUS,21-015,90,5,2,3,60,Adelaide United,Auckland FC,22/01/2025,Adelaide United
Jack Duncan,Jack Duncan,AUS,31-274,90,5,3,2,40,Adelaide United,Melbourne Victory,18/01/2025,Melbourne Victory
Ethan Cox,Ethan Cox,AUS,21-011,90,5,2,3,60,Adelaide United,Melbourne Victory,18/01/2025,Adelaide United
Filip Kurto,Filip Kurto,POL,33-232,90,5,2,3,60,Auckland FC,Macarthur FC,1/02/2025,Macarthur FC
Alex Paulsen,Alex Paulsen,NZL,22-212,90,3,1,2,66.7,Auckland FC,Macarthur FC,1/02/2025,Auckland FC
Patrick Beach,Patrick Beach,AUS,21-165,90,11,3,8,72.7,Auckland FC,Melbourne City,18/01/2025,Melbourne City
Alex Paulsen,Alex Paulsen,NZL,22-198,90,1,0,1,100,Auckland FC,Melbourne City,18/01/2025,Auckland FC
Ryan Scott,Ryan Scott,AUS,29-020,90,4,0,4,100,Brisbane Roar,Newcastle Jets,7/01/2025,Newcastle Jets
Macklin Freke,Macklin Freke,AUS,26-001,90,2,1,1,50,Brisbane Roar,Newcastle Jets,7/01/2025,Brisbane Roar
